scenario,c_fraction,system_tipped,final_defection_rate,steps_to_equilibrium
no_coupling,0.02933333333333333,False,0.18351477449455678,54
no_coupling,0.02933333333333333,False,0.07387247278382582,51
no_coupling,0.02933333333333333,False,0.416796267496112,58
no_coupling,0.02933333333333333,False,0.18429237947122862,46
no_coupling,0.02933333333333333,False,0.18351477449455678,52
no_coupling,0.02933333333333333,False,0.416796267496112,63
no_coupling,0.02933333333333333,False,0.416796267496112,52
no_coupling,0.02933333333333333,False,0.18351477449455678,53
no_coupling,0.02933333333333333,False,0.18351477449455678,55
no_coupling,0.02933333333333333,False,0.0645412130637636,49
no_coupling,0.02933333333333333,False,0.416796267496112,64
no_coupling,0.02933333333333333,False,0.20295489891135304,49
no_coupling,0.02933333333333333,False,0.416796267496112,53
